model,split,language,sentence_id,characters,bytes,tokens,tokens_per_100_characters,bytes_per_token,characters_per_token,token_ratio_to_en
trillionlabs/Tri-0.5B-Base,devtest,en,38,91,91,18,19.78021978021978,5.055555555555555,5.055555555555555,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,40,112,112,24,21.428571428571427,4.666666666666667,4.666666666666667,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,43,128,128,27,21.09375,4.7407407407407405,4.7407407407407405,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,44,120,120,28,23.333333333333332,4.285714285714286,4.285714285714286,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,48,100,100,18,18.0,5.555555555555555,5.555555555555555,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,49,146,146,27,18.493150684931507,5.407407407407407,5.407407407407407,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,50,61,61,14,22.950819672131146,4.357142857142857,4.357142857142857,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,56,204,204,38,18.627450980392158,5.368421052631579,5.368421052631579,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,57,194,194,33,17.010309278350515,5.878787878787879,5.878787878787879,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,59,60,60,12,20.0,5.0,5.0,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,60,133,133,28,21.05263157894737,4.75,4.75,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,61,111,111,19,17.117117117117118,5.842105263157895,5.842105263157895,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,62,156,156,33,21.153846153846153,4.7272727272727275,4.7272727272727275,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,64,133,133,22,16.541353383458645,6.045454545454546,6.045454545454546,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,66,107,107,25,23.364485981308412,4.28,4.28,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,69,157,157,29,18.471337579617835,5.413793103448276,5.413793103448276,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,70,107,107,22,20.560747663551403,4.863636363636363,4.863636363636363,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,71,220,220,46,20.90909090909091,4.782608695652174,4.782608695652174,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,74,186,186,35,18.817204301075268,5.314285714285714,5.314285714285714,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,75,162,162,31,19.135802469135804,5.225806451612903,5.225806451612903,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,78,56,56,13,23.214285714285715,4.3076923076923075,4.3076923076923075,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,82,107,107,22,20.560747663551403,4.863636363636363,4.863636363636363,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,83,148,148,33,22.2972972972973,4.484848484848484,4.484848484848484,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,86,176,176,43,24.431818181818183,4.093023255813954,4.093023255813954,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,87,150,150,26,17.333333333333332,5.769230769230769,5.769230769230769,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,88,122,122,21,17.21311475409836,5.809523809523809,5.809523809523809,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,89,133,133,27,20.30075187969925,4.925925925925926,4.925925925925926,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,91,119,119,22,18.48739495798319,5.409090909090909,5.409090909090909,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,93,58,58,10,17.24137931034483,5.8,5.8,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,95,101,101,19,18.81188118811881,5.315789473684211,5.315789473684211,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,96,125,125,20,16.0,6.25,6.25,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,100,74,74,17,22.972972972972972,4.352941176470588,4.352941176470588,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,101,189,189,42,22.22222222222222,4.5,4.5,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,102,154,154,34,22.07792207792208,4.529411764705882,4.529411764705882,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,103,65,65,11,16.923076923076923,5.909090909090909,5.909090909090909,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,106,67,67,13,19.402985074626866,5.153846153846154,5.153846153846154,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,107,201,201,37,18.407960199004975,5.4324324324324325,5.4324324324324325,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,108,216,216,49,22.685185185185187,4.408163265306122,4.408163265306122,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,109,79,79,17,21.518987341772153,4.647058823529412,4.647058823529412,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,111,70,70,15,21.428571428571427,4.666666666666667,4.666666666666667,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,113,80,80,17,21.25,4.705882352941177,4.705882352941177,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,114,202,202,30,14.851485148514852,6.733333333333333,6.733333333333333,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,115,143,143,24,16.783216783216783,5.958333333333333,5.958333333333333,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,117,130,131,28,21.53846153846154,4.678571428571429,4.642857142857143,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,118,64,64,14,21.875,4.571428571428571,4.571428571428571,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,120,161,162,40,24.84472049689441,4.05,4.025,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,122,94,94,16,17.02127659574468,5.875,5.875,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,124,107,107,21,19.626168224299064,5.095238095238095,5.095238095238095,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,126,55,55,11,20.0,5.0,5.0,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,129,96,96,18,18.75,5.333333333333333,5.333333333333333,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,130,113,115,23,20.353982300884955,5.0,4.913043478260869,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,131,207,207,33,15.942028985507246,6.2727272727272725,6.2727272727272725,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,132,173,173,32,18.497109826589597,5.40625,5.40625,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,134,74,74,23,31.08108108108108,3.217391304347826,3.217391304347826,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,135,95,95,18,18.94736842105263,5.277777777777778,5.277777777777778,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,136,57,57,13,22.80701754385965,4.384615384615385,4.384615384615385,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,137,113,113,21,18.58407079646018,5.380952380952381,5.380952380952381,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,139,118,118,25,21.1864406779661,4.72,4.72,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,141,179,179,35,19.553072625698324,5.114285714285714,5.114285714285714,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,143,93,93,20,21.50537634408602,4.65,4.65,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,146,123,123,24,19.51219512195122,5.125,5.125,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,149,84,84,18,21.428571428571427,4.666666666666667,4.666666666666667,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,151,163,163,37,22.699386503067483,4.405405405405405,4.405405405405405,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,153,126,126,26,20.634920634920636,4.846153846153846,4.846153846153846,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,158,126,126,30,23.80952380952381,4.2,4.2,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,159,104,104,19,18.26923076923077,5.473684210526316,5.473684210526316,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,160,77,77,16,20.77922077922078,4.8125,4.8125,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,164,62,62,10,16.129032258064516,6.2,6.2,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,169,109,109,22,20.18348623853211,4.954545454545454,4.954545454545454,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,170,132,132,30,22.727272727272727,4.4,4.4,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,171,73,73,16,21.91780821917808,4.5625,4.5625,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,175,79,79,14,17.72151898734177,5.642857142857143,5.642857142857143,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,176,149,149,33,22.14765100671141,4.515151515151516,4.515151515151516,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,177,97,97,24,24.742268041237114,4.041666666666667,4.041666666666667,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,183,120,120,32,26.666666666666668,3.75,3.75,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,184,163,163,40,24.539877300613497,4.075,4.075,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,185,139,139,27,19.424460431654676,5.148148148148148,5.148148148148148,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,186,66,66,16,24.242424242424242,4.125,4.125,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,187,129,129,25,19.37984496124031,5.16,5.16,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,190,122,122,24,19.672131147540984,5.083333333333333,5.083333333333333,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,192,170,170,30,17.647058823529413,5.666666666666667,5.666666666666667,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,193,256,256,51,19.921875,5.019607843137255,5.019607843137255,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,194,77,77,19,24.675324675324674,4.052631578947368,4.052631578947368,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,195,98,98,16,16.3265306122449,6.125,6.125,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,198,110,110,20,18.181818181818183,5.5,5.5,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,201,159,159,34,21.38364779874214,4.676470588235294,4.676470588235294,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,206,106,106,21,19.81132075471698,5.0476190476190474,5.0476190476190474,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,208,105,105,23,21.904761904761905,4.565217391304348,4.565217391304348,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,209,87,87,12,13.793103448275861,7.25,7.25,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,210,83,83,17,20.481927710843372,4.882352941176471,4.882352941176471,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,211,143,143,22,15.384615384615385,6.5,6.5,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,212,75,75,13,17.333333333333332,5.769230769230769,5.769230769230769,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,213,84,84,21,25.0,4.0,4.0,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,214,125,125,25,20.0,5.0,5.0,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,215,153,153,28,18.30065359477124,5.464285714285714,5.464285714285714,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,216,71,71,14,19.718309859154928,5.071428571428571,5.071428571428571,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,218,115,117,24,20.869565217391305,4.875,4.791666666666667,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,221,88,88,16,18.181818181818183,5.5,5.5,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,222,122,122,24,19.672131147540984,5.083333333333333,5.083333333333333,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,223,101,101,20,19.801980198019802,5.05,5.05,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,227,93,93,21,22.580645161290324,4.428571428571429,4.428571428571429,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,228,106,106,25,23.58490566037736,4.24,4.24,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,229,89,89,18,20.224719101123597,4.944444444444445,4.944444444444445,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,230,56,56,19,33.92857142857143,2.9473684210526314,2.9473684210526314,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,232,163,163,42,25.766871165644172,3.880952380952381,3.880952380952381,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,234,163,163,40,24.539877300613497,4.075,4.075,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,235,102,102,28,27.45098039215686,3.642857142857143,3.642857142857143,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,236,172,172,31,18.023255813953487,5.548387096774194,5.548387096774194,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,238,109,109,20,18.34862385321101,5.45,5.45,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,239,90,90,22,24.444444444444443,4.090909090909091,4.090909090909091,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,243,81,81,20,24.691358024691358,4.05,4.05,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,244,125,125,25,20.0,5.0,5.0,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,246,112,112,25,22.321428571428573,4.48,4.48,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,248,158,158,34,21.518987341772153,4.647058823529412,4.647058823529412,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,249,111,111,23,20.72072072072072,4.826086956521739,4.826086956521739,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,251,110,110,20,18.181818181818183,5.5,5.5,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,252,140,140,26,18.571428571428573,5.384615384615385,5.384615384615385,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,254,77,77,14,18.181818181818183,5.5,5.5,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,255,144,144,29,20.13888888888889,4.9655172413793105,4.9655172413793105,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,256,118,118,22,18.64406779661017,5.363636363636363,5.363636363636363,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,257,125,125,22,17.6,5.681818181818182,5.681818181818182,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,258,100,100,19,19.0,5.2631578947368425,5.2631578947368425,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,260,115,115,27,23.47826086956522,4.2592592592592595,4.2592592592592595,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,262,63,63,16,25.396825396825395,3.9375,3.9375,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,263,57,57,15,26.31578947368421,3.8,3.8,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,265,184,184,40,21.73913043478261,4.6,4.6,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,266,135,135,28,20.74074074074074,4.821428571428571,4.821428571428571,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,267,153,153,33,21.568627450980394,4.636363636363637,4.636363636363637,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,269,97,97,27,27.835051546391753,3.5925925925925926,3.5925925925925926,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,271,168,168,36,21.428571428571427,4.666666666666667,4.666666666666667,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,272,67,67,16,23.880597014925375,4.1875,4.1875,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,273,90,90,17,18.88888888888889,5.294117647058823,5.294117647058823,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,274,137,137,32,23.357664233576642,4.28125,4.28125,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,275,278,279,69,24.820143884892087,4.043478260869565,4.028985507246377,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,276,148,148,33,22.2972972972973,4.484848484848484,4.484848484848484,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,277,71,71,13,18.309859154929576,5.461538461538462,5.461538461538462,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,279,98,98,28,28.571428571428573,3.5,3.5,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,281,93,93,19,20.43010752688172,4.894736842105263,4.894736842105263,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,282,59,59,11,18.64406779661017,5.363636363636363,5.363636363636363,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,283,120,120,21,17.5,5.714285714285714,5.714285714285714,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,284,76,76,17,22.36842105263158,4.470588235294118,4.470588235294118,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,287,135,135,24,17.77777777777778,5.625,5.625,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,288,155,155,24,15.483870967741936,6.458333333333333,6.458333333333333,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,289,150,150,27,18.0,5.555555555555555,5.555555555555555,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,291,143,143,28,19.58041958041958,5.107142857142857,5.107142857142857,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,292,130,130,22,16.923076923076923,5.909090909090909,5.909090909090909,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,293,163,163,30,18.404907975460123,5.433333333333334,5.433333333333334,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,296,208,208,36,17.307692307692307,5.777777777777778,5.777777777777778,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,297,86,86,18,20.930232558139537,4.777777777777778,4.777777777777778,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,304,132,132,26,19.696969696969695,5.076923076923077,5.076923076923077,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,306,78,78,27,34.61538461538461,2.888888888888889,2.888888888888889,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,308,82,82,14,17.073170731707318,5.857142857142857,5.857142857142857,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,310,52,52,13,25.0,4.0,4.0,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,311,81,81,15,18.51851851851852,5.4,5.4,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,312,106,106,19,17.92452830188679,5.578947368421052,5.578947368421052,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,318,102,102,18,17.647058823529413,5.666666666666667,5.666666666666667,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,320,162,162,35,21.604938271604937,4.628571428571429,4.628571428571429,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,321,150,150,37,24.666666666666668,4.054054054054054,4.054054054054054,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,322,140,140,29,20.714285714285715,4.827586206896552,4.827586206896552,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,324,108,108,23,21.296296296296298,4.695652173913044,4.695652173913044,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,326,176,176,38,21.59090909090909,4.631578947368421,4.631578947368421,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,327,99,99,21,21.21212121212121,4.714285714285714,4.714285714285714,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,329,137,137,22,16.05839416058394,6.2272727272727275,6.2272727272727275,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,332,110,110,24,21.818181818181817,4.583333333333333,4.583333333333333,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,334,53,53,12,22.641509433962263,4.416666666666667,4.416666666666667,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,338,143,143,26,18.181818181818183,5.5,5.5,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,339,133,134,28,21.05263157894737,4.785714285714286,4.75,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,340,328,328,67,20.426829268292682,4.895522388059701,4.895522388059701,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,341,79,79,18,22.78481012658228,4.388888888888889,4.388888888888889,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,342,108,108,25,23.14814814814815,4.32,4.32,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,346,94,94,22,23.404255319148938,4.2727272727272725,4.2727272727272725,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,348,92,92,21,22.82608695652174,4.380952380952381,4.380952380952381,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,349,108,108,23,21.296296296296298,4.695652173913044,4.695652173913044,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,350,123,123,28,22.764227642276424,4.392857142857143,4.392857142857143,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,353,80,80,17,21.25,4.705882352941177,4.705882352941177,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,354,86,86,17,19.767441860465116,5.0588235294117645,5.0588235294117645,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,356,86,86,19,22.093023255813954,4.526315789473684,4.526315789473684,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,358,76,76,16,21.05263157894737,4.75,4.75,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,361,127,127,26,20.47244094488189,4.884615384615385,4.884615384615385,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,362,69,69,15,21.73913043478261,4.6,4.6,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,366,143,143,31,21.678321678321677,4.612903225806452,4.612903225806452,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,368,111,111,28,25.225225225225227,3.9642857142857144,3.9642857142857144,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,369,174,174,41,23.563218390804597,4.2439024390243905,4.2439024390243905,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,371,176,176,38,21.59090909090909,4.631578947368421,4.631578947368421,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,372,323,323,67,20.743034055727556,4.82089552238806,4.82089552238806,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,373,197,197,32,16.243654822335024,6.15625,6.15625,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,374,94,94,18,19.148936170212767,5.222222222222222,5.222222222222222,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,377,160,160,29,18.125,5.517241379310345,5.517241379310345,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,380,138,138,28,20.28985507246377,4.928571428571429,4.928571428571429,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,381,91,91,22,24.175824175824175,4.136363636363637,4.136363636363637,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,382,182,182,39,21.428571428571427,4.666666666666667,4.666666666666667,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,384,112,112,25,22.321428571428573,4.48,4.48,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,385,189,189,40,21.164021164021165,4.725,4.725,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,388,118,118,27,22.88135593220339,4.37037037037037,4.37037037037037,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,391,103,103,19,18.446601941747574,5.421052631578948,5.421052631578948,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,393,55,55,12,21.818181818181817,4.583333333333333,4.583333333333333,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,394,71,71,16,22.535211267605632,4.4375,4.4375,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,398,187,187,37,19.78609625668449,5.054054054054054,5.054054054054054,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,399,85,85,17,20.0,5.0,5.0,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,404,175,177,40,22.857142857142858,4.425,4.375,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,405,63,63,15,23.80952380952381,4.2,4.2,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,407,159,159,34,21.38364779874214,4.676470588235294,4.676470588235294,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,408,99,99,20,20.2020202020202,4.95,4.95,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,410,127,127,26,20.47244094488189,4.884615384615385,4.884615384615385,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,414,168,172,29,17.261904761904763,5.931034482758621,5.793103448275862,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,415,188,188,37,19.680851063829788,5.081081081081081,5.081081081081081,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,418,162,162,30,18.51851851851852,5.4,5.4,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,420,122,122,20,16.39344262295082,6.1,6.1,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,421,111,111,28,25.225225225225227,3.9642857142857144,3.9642857142857144,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,425,162,164,37,22.839506172839506,4.4324324324324325,4.378378378378378,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,427,124,124,30,24.193548387096776,4.133333333333334,4.133333333333334,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,428,140,140,27,19.285714285714285,5.185185185185185,5.185185185185185,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,430,151,151,32,21.192052980132452,4.71875,4.71875,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,433,123,123,29,23.577235772357724,4.241379310344827,4.241379310344827,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,434,111,111,22,19.81981981981982,5.045454545454546,5.045454545454546,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,435,136,136,30,22.058823529411764,4.533333333333333,4.533333333333333,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,436,166,166,29,17.46987951807229,5.724137931034483,5.724137931034483,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,439,64,64,15,23.4375,4.266666666666667,4.266666666666667,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,445,123,123,20,16.260162601626018,6.15,6.15,1.0
trillionlabs/Tri-0.5B-Base,devtest,en,446,107,107,21,19.626168224299064,5.095238095238095,5.095238095238095,1.0
